id,type,title,author,year,lang,file_x,file_y
journal-article-10.2307_1486853,book-review,"
         ",Allan Arkush,1995,eng,journal-article-10.2307_1486853.xml,journal-article-10.2307_1486853-ngram1.txt
journal-article-10.2307_4131687,book-review,,Dovid Katz,2006,eng,journal-article-10.2307_4131687.xml,journal-article-10.2307_4131687-ngram1.txt
journal-article-10.2307_23319572,research-article,Entangled Stories: The Red Jews in Premodern Yiddish and German Apocalyptic Lore,Rebekka Voß,2012,eng,journal-article-10.2307_23319572.xml,journal-article-10.2307_23319572-ngram1.txt
journal-article-10.2307_27564296,book-review,,Pamela Barmash,2007,eng,journal-article-10.2307_27564296.xml,journal-article-10.2307_27564296-ngram1.txt
journal-article-10.2307_24273667,book-review,,David Graizbord,2014,eng,journal-article-10.2307_24273667.xml,journal-article-10.2307_24273667-ngram1.txt
journal-article-10.2307_23319583,book-review,,Paul Burstein,2012,eng,journal-article-10.2307_23319583.xml,journal-article-10.2307_23319583-ngram1.txt
journal-article-10.2307_4131717,book-review,,,2002,eng,journal-article-10.2307_4131717.xml,journal-article-10.2307_4131717-ngram1.txt
journal-article-10.2307_24273576,research-article,Renaissance in the Graveyard: The Hebrew Tombstones of Padua and Ashkenazic Acculturation in Sixteenth-Century Italy – CORRIGENDUM,David Malkiel,2014,eng,journal-article-10.2307_24273576.xml,journal-article-10.2307_24273576-ngram1.txt
journal-article-10.2307_1486479,book-review,"
         ",Ziony Zevit,1995,eng,journal-article-10.2307_1486479.xml,journal-article-10.2307_1486479-ngram1.txt
journal-article-10.2307_1486444,book-review,"
         ",Norman A. Stillman,1984,eng,journal-article-10.2307_1486444.xml,journal-article-10.2307_1486444-ngram1.txt
journal-article-10.2307_1486325,book-review,"
         ",David Stern,1984,eng,journal-article-10.2307_1486325.xml,journal-article-10.2307_1486325-ngram1.txt
journal-article-10.2307_24273639,book-review,,Stephen Spector,2013,eng,journal-article-10.2307_24273639.xml,journal-article-10.2307_24273639-ngram1.txt
journal-article-10.2307_27564329,research-article,Irano-Talmudica I: The Three-Legged Ass and Ridyā in B. Ta'anith: Some Observations about Mythic Hydrology in the Babylonian Talmud and in Ancient Iran,Reuven Kiperwasser,2008,eng,journal-article-10.2307_27564329.xml,journal-article-10.2307_27564329-ngram1.txt
journal-article-10.2307_1486341,research-article,"The Meaning of ""Torah Shebe'al Peh"" with Special Reference to ""Kelim"" and ""Ohalot""",Jacob Neusner,1976,eng,journal-article-10.2307_1486341.xml,journal-article-10.2307_1486341-ngram1.txt
journal-article-10.2307_1486584,book-review,"
         ",Richard A. Freund,1993,eng,journal-article-10.2307_1486584.xml,journal-article-10.2307_1486584-ngram1.txt
journal-article-10.2307_4131700,book-review,Re-Presentations of the Jewish Image: Three New Contributions,Marc Michael Epstein,2002,eng,journal-article-10.2307_4131700.xml,journal-article-10.2307_4131700-ngram1.txt
journal-article-10.2307_4131617,book-review,,Jay Rovner,2003,eng,journal-article-10.2307_4131617.xml,journal-article-10.2307_4131617-ngram1.txt
journal-article-10.2307_1486531,book-review,"
         ",Jonathan Skolnik,1999,eng,journal-article-10.2307_1486531.xml,journal-article-10.2307_1486531-ngram1.txt
journal-article-10.2307_4131832,book-review,,David Biale,2005,eng,journal-article-10.2307_4131832.xml,journal-article-10.2307_4131832-ngram1.txt
journal-article-10.2307_4131506,misc,Preface,Jay M. Harris,2004,eng,journal-article-10.2307_4131506.xml,journal-article-10.2307_4131506-ngram1.txt
journal-article-10.2307_1486949,book-review,"
         ",Frederick E. Greenspahn,1992,eng,journal-article-10.2307_1486949.xml,journal-article-10.2307_1486949-ngram1.txt
journal-article-10.2307_1486761,book-review,"
         ",Nili S. Fox,1999,eng,journal-article-10.2307_1486761.xml,journal-article-10.2307_1486761-ngram1.txt
journal-article-10.2307_1486535,book-review,"
         ",Berel Lang,1999,eng,journal-article-10.2307_1486535.xml,journal-article-10.2307_1486535-ngram1.txt
journal-article-10.2307_1486439,research-article,"The Drama of Narration: Y. H. Brenner's ""In Winter""",Jeffrey Fleck,1984,eng,journal-article-10.2307_1486439.xml,journal-article-10.2307_1486439-ngram1.txt
journal-article-10.2307_1486368,research-article,An Advantage to Peculiarity? The Case of the Polish Commonwealth,Gershon Hundert,1981,eng,journal-article-10.2307_1486368.xml,journal-article-10.2307_1486368-ngram1.txt
journal-article-10.2307_40982844,book-review,,Erich S. Gruen,2010,eng,journal-article-10.2307_40982844.xml,journal-article-10.2307_40982844-ngram1.txt
journal-article-10.2307_4131830,book-review,,Bernard Wasserstein,2005,eng,journal-article-10.2307_4131830.xml,journal-article-10.2307_4131830-ngram1.txt
journal-article-10.2307_1486696,misc,Front Matter,,1996,eng,journal-article-10.2307_1486696.xml,journal-article-10.2307_1486696-ngram1.txt
journal-article-10.2307_1486705,book-review,"
         ",John H. Corbett,1996,eng,journal-article-10.2307_1486705.xml,journal-article-10.2307_1486705-ngram1.txt
journal-article-10.2307_27564263,research-article,Thought Going to School with Life? Fackenheim's Last Philosophical Testament,Benjamin Pollock,2007,eng,journal-article-10.2307_27564263.xml,journal-article-10.2307_27564263-ngram1.txt
journal-article-10.2307_24273621,misc,Front Matter,,2013,eng,journal-article-10.2307_24273621.xml,journal-article-10.2307_24273621-ngram1.txt
journal-article-10.2307_4131589,book-review,"
         ",,2002,eng,journal-article-10.2307_4131589.xml,journal-article-10.2307_4131589-ngram1.txt
journal-article-10.2307_24273573,book-review,,Yitzhak Melamed,2014,eng,journal-article-10.2307_24273573.xml,journal-article-10.2307_24273573-ngram1.txt
journal-article-10.2307_1486419,research-article,Maimonides and Thomas Aquinas: Natural or Divine Prophecy?,Alexander Altmann,1978,eng,journal-article-10.2307_1486419.xml,journal-article-10.2307_1486419-ngram1.txt
journal-article-10.2307_4131788,book-review,,Arnold Franklin,2003,eng,journal-article-10.2307_4131788.xml,journal-article-10.2307_4131788-ngram1.txt
journal-article-10.2307_4131586,book-review,"
         ",William Cutter,2002,eng,journal-article-10.2307_4131586.xml,journal-article-10.2307_4131586-ngram1.txt
journal-article-10.2307_1487003,book-review,"
          ",David Cesarani,1991,eng,journal-article-10.2307_1487003.xml,journal-article-10.2307_1487003-ngram1.txt
journal-article-10.2307_1486337,research-article,"""Alte und neue Gemeinschaft"": An Unpublished Buber Manuscript",Paul R. Flohr,1976,eng,journal-article-10.2307_1486337.xml,journal-article-10.2307_1486337-ngram1.txt
journal-article-10.2307_1486904,research-article,Must the Patriarch Know 'Uqtzin? The Nasi as Scholar in Babylonian Aggada,Devora Steinmetz,1998,eng,journal-article-10.2307_1486904.xml,journal-article-10.2307_1486904-ngram1.txt
journal-article-10.2307_1486720,book-review,"
         ",Meir Zamir,1996,eng,journal-article-10.2307_1486720.xml,journal-article-10.2307_1486720-ngram1.txt
journal-article-10.2307_1486688,book-review,"
         ",Hasia Diner,1996,eng,journal-article-10.2307_1486688.xml,journal-article-10.2307_1486688-ngram1.txt
journal-article-10.2307_4131568,book-review,"
         ",Irven M. Resnick,2002,eng,journal-article-10.2307_4131568.xml,journal-article-10.2307_4131568-ngram1.txt
journal-article-10.2307_4131523,research-article,"The Artist as a Mother and the Birth of Terrible Beauty in the Post-Holocaust World: Ruth Almog's ""The Inner Lake""",Rachel Feldhay Brenner,2004,eng,journal-article-10.2307_4131523.xml,journal-article-10.2307_4131523-ngram1.txt
journal-article-10.2307_27564362,research-article,The Politics of Pronunciation,Isaac B. Gottlieb,2008,eng,journal-article-10.2307_27564362.xml,journal-article-10.2307_27564362-ngram1.txt
journal-article-10.2307_1486722,book-review,"
         ",Yeshayahu A. Jelinek,1996,eng,journal-article-10.2307_1486722.xml,journal-article-10.2307_1486722-ngram1.txt
journal-article-10.2307_1486586,book-review,"
         ",Tamar M. Rudavsky,1993,eng,journal-article-10.2307_1486586.xml,journal-article-10.2307_1486586-ngram1.txt
journal-article-10.2307_1486277,book-review,"
         ",David G. Dalin,1985,eng,journal-article-10.2307_1486277.xml,journal-article-10.2307_1486277-ngram1.txt
journal-article-10.2307_1486557,book-review,"
         ",Seth Ward,1997,eng,journal-article-10.2307_1486557.xml,journal-article-10.2307_1486557-ngram1.txt
journal-article-10.2307_27564357,research-article,"Orality, Narrative, Rhetoric: New Directions in Mishnah Research",Ishay Rosen-Zvi,2008,eng,journal-article-10.2307_27564357.xml,journal-article-10.2307_27564357-ngram1.txt
journal-article-10.2307_4131738,book-review,,Benjamin G. Wright III,2005,eng,journal-article-10.2307_4131738.xml,journal-article-10.2307_4131738-ngram1.txt
journal-article-10.2307_4131538,book-review,,Jody Myers,2004,eng,journal-article-10.2307_4131538.xml,journal-article-10.2307_4131538-ngram1.txt
journal-article-10.2307_1486640,book-review,"
         ",Sanford Gutman,1994,eng,journal-article-10.2307_1486640.xml,journal-article-10.2307_1486640-ngram1.txt
journal-article-10.2307_1486566,misc,Collected Studies,,1997,eng,journal-article-10.2307_1486566.xml,journal-article-10.2307_1486566-ngram1.txt
journal-article-10.2307_1487015,book-review,Telling Lives,William Cutter,1992,eng,journal-article-10.2307_1487015.xml,journal-article-10.2307_1487015-ngram1.txt
journal-article-10.2307_1486318,misc,Front Matter,,1984,eng,journal-article-10.2307_1486318.xml,journal-article-10.2307_1486318-ngram1.txt
journal-article-10.2307_41310636,book-review,,Brian Horowitz,2011,eng,journal-article-10.2307_41310636.xml,journal-article-10.2307_41310636-ngram1.txt
journal-article-10.2307_1486994,book-review,"
          ",Samuel Morell,1991,eng,journal-article-10.2307_1486994.xml,journal-article-10.2307_1486994-ngram1.txt
journal-article-10.2307_1486891,misc,Front Matter,,1990,eng,journal-article-10.2307_1486891.xml,journal-article-10.2307_1486891-ngram1.txt
journal-article-10.2307_1486353,research-article," The Hebrew Paraphrase of Saadiah Gaon's ""Kitāb al-Amānāt wa'l-I'tiqādāt"" ",Ronald C. Kiener,1986,eng,journal-article-10.2307_1486353.xml,journal-article-10.2307_1486353-ngram1.txt
journal-article-10.2307_27564384,book-review,,Marc B. Shapiro,2008,eng,journal-article-10.2307_27564384.xml,journal-article-10.2307_27564384-ngram1.txt
journal-article-10.2307_24273521,research-article,Literary Canonization at Work: The Authority of Aggadic Midrash and the Evolution of Havdalah Poetry in the Genizah,Moshe Lavee,2013,eng,journal-article-10.2307_24273521.xml,journal-article-10.2307_24273521-ngram1.txt
journal-article-10.2307_1486771,book-review,"
         ",Marc Saperstein,1999,eng,journal-article-10.2307_1486771.xml,journal-article-10.2307_1486771-ngram1.txt
journal-article-10.2307_1487011,misc,Front Matter,,1992,eng,journal-article-10.2307_1487011.xml,journal-article-10.2307_1487011-ngram1.txt
journal-article-10.2307_27564293,research-article,"How the ""'Aylonit"" Got Her Sex",Sarra Lev,2007,eng,journal-article-10.2307_27564293.xml,journal-article-10.2307_27564293-ngram1.txt
journal-article-10.2307_27564317,book-review,,Stephen J. Whitfield,2007,eng,journal-article-10.2307_27564317.xml,journal-article-10.2307_27564317-ngram1.txt
journal-article-10.2307_1486446,book-review,"
         ",David C. Jacobson,1984,eng,journal-article-10.2307_1486446.xml,journal-article-10.2307_1486446-ngram1.txt
journal-article-10.2307_4131722,book-review,,Frances Malino,2002,eng,journal-article-10.2307_4131722.xml,journal-article-10.2307_4131722-ngram1.txt
journal-article-10.2307_4131739,book-review,,Steven Bowman,2005,eng,journal-article-10.2307_4131739.xml,journal-article-10.2307_4131739-ngram1.txt
journal-article-10.2307_24273544,book-review,,Jonathan Boyarin,2013,eng,journal-article-10.2307_24273544.xml,journal-article-10.2307_24273544-ngram1.txt
journal-article-10.2307_1566674,book-review,"
          ",Nancy E. Berg,2000,eng,journal-article-10.2307_1566674.xml,journal-article-10.2307_1566674-ngram1.txt
journal-article-10.2307_1487028,book-review,"
         ",Elliot R. Wolfson,1992,eng,journal-article-10.2307_1487028.xml,journal-article-10.2307_1487028-ngram1.txt
journal-article-10.2307_25654619,book-review,,Eric Jacobson,2009,eng,journal-article-10.2307_25654619.xml,journal-article-10.2307_25654619-ngram1.txt
journal-article-10.2307_4131533,book-review,,Alfred Ivry,2004,eng,journal-article-10.2307_4131533.xml,journal-article-10.2307_4131533-ngram1.txt
journal-article-10.2307_1486450,research-article,Maimonides on the Fall of Man,Lawrence V. Berman,1980,eng,journal-article-10.2307_1486450.xml,journal-article-10.2307_1486450-ngram1.txt
journal-article-10.2307_1486803,book-review,"
         ",Frederick E. Greenspahn,1993,eng,journal-article-10.2307_1486803.xml,journal-article-10.2307_1486803-ngram1.txt
journal-article-10.2307_25654606,research-article,Talmudic Text and Iranian Context: On the Development of Two Talmudic Narratives,Shai Secunda,2009,eng,journal-article-10.2307_25654606.xml,journal-article-10.2307_25654606-ngram1.txt
journal-article-10.2307_4131631,book-review,,Ruth Langer,2003,eng,journal-article-10.2307_4131631.xml,journal-article-10.2307_4131631-ngram1.txt
journal-article-10.2307_1486920,book-review,,Dorothy Mermin,1998,eng,journal-article-10.2307_1486920.xml,journal-article-10.2307_1486920-ngram1.txt
journal-article-10.2307_1486252,book-review,"
         ",Marsha L. Rozenblit,1986,eng,journal-article-10.2307_1486252.xml,journal-article-10.2307_1486252-ngram1.txt
journal-article-10.2307_4131768,research-article,Between Official and Private Dispute: The Case of Christian Spain and Provence in the Late Middle Ages,Ram Ben-Shalom,2003,eng,journal-article-10.2307_4131768.xml,journal-article-10.2307_4131768-ngram1.txt
journal-article-10.2307_41310676,book-review,,Oren Livio,2011,eng,journal-article-10.2307_41310676.xml,journal-article-10.2307_41310676-ngram1.txt
journal-article-10.2307_1486834,book-review,"
         ",Idit Dobbs-Weinstein,1995,eng,journal-article-10.2307_1486834.xml,journal-article-10.2307_1486834-ngram1.txt
journal-article-10.2307_1486399,book-review,"
         ",Robert Chazan,1987,eng,journal-article-10.2307_1486399.xml,journal-article-10.2307_1486399-ngram1.txt
journal-article-10.2307_4131657,book-review,,Stephen J. Whitfield,2006,eng,journal-article-10.2307_4131657.xml,journal-article-10.2307_4131657-ngram1.txt
journal-article-10.2307_1486461,research-article,Anthropology and the Study of Traditional Jewish Societies,Harvey E. Goldberg,1990,eng,journal-article-10.2307_1486461.xml,journal-article-10.2307_1486461-ngram1.txt
journal-article-10.2307_1486762,book-review,"
         ",Daniel Grossberg,1999,eng,journal-article-10.2307_1486762.xml,journal-article-10.2307_1486762-ngram1.txt
journal-article-10.2307_24273575,book-review,,Martina Urban,2014,eng,journal-article-10.2307_24273575.xml,journal-article-10.2307_24273575-ngram1.txt
journal-article-10.2307_24273654,research-article,"Agnon's Conversation with Jeremiah in ""A Guest for the Night: 'Aginut"" in an Age of National Modernization",Yael Halevi-Wise,2014,eng,journal-article-10.2307_24273654.xml,journal-article-10.2307_24273654-ngram1.txt
journal-article-10.2307_1486488,book-review,"
         ",Yaakov Elman,1995,eng,journal-article-10.2307_1486488.xml,journal-article-10.2307_1486488-ngram1.txt
journal-article-10.2307_1486687,book-review,"
         ",Harold Kasimow,1996,eng,journal-article-10.2307_1486687.xml,journal-article-10.2307_1486687-ngram1.txt
journal-article-10.2307_1486642,book-review,"
         ",George L. Berlin,1994,eng,journal-article-10.2307_1486642.xml,journal-article-10.2307_1486642-ngram1.txt
journal-article-10.2307_1486878,book-review,"
         ",David B. Burrell,1997,eng,journal-article-10.2307_1486878.xml,journal-article-10.2307_1486878-ngram1.txt
journal-article-10.2307_24273665,book-review,,Paola Tartakoff,2014,eng,journal-article-10.2307_24273665.xml,journal-article-10.2307_24273665-ngram1.txt
journal-article-10.2307_4131663,misc,Introduction: American Jewish Writing Today,Naomi Sokoloff,2006,eng,journal-article-10.2307_4131663.xml,journal-article-10.2307_4131663-ngram1.txt
journal-article-10.2307_1486778,book-review,"
         ",Myrna Goldenberg,1999,eng,journal-article-10.2307_1486778.xml,journal-article-10.2307_1486778-ngram1.txt
journal-article-10.2307_1486335,misc,From the Editor,,1976,eng,journal-article-10.2307_1486335.xml,journal-article-10.2307_1486335-ngram1.txt
journal-article-10.2307_1486262,book-review,"
         ",William M. Brinner,1985,eng,journal-article-10.2307_1486262.xml,journal-article-10.2307_1486262-ngram1.txt
journal-article-10.2307_24273674,book-review,,Todd M. Endelman,2014,eng,journal-article-10.2307_24273674.xml,journal-article-10.2307_24273674-ngram1.txt
journal-article-10.2307_1486519,research-article,From after Death to Afterlife: Martyrdom and Its Recompense,Shmuel Shepkaru,1999,eng,journal-article-10.2307_1486519.xml,journal-article-10.2307_1486519-ngram1.txt
journal-article-10.2307_41310649,research-article,Shameful Ambivalences: Dimensions of Rabbinic Shame,Jonathan K. Crane,2011,eng,journal-article-10.2307_41310649.xml,journal-article-10.2307_41310649-ngram1.txt
journal-article-10.2307_24273623,research-article,"""It Is Permitted to Marry a Kushite""",David M. Goldenberg,2013,eng,journal-article-10.2307_24273623.xml,journal-article-10.2307_24273623-ngram1.txt
journal-article-10.2307_1486504,book-review,"
         ",Gerald Sorin,1995,eng,journal-article-10.2307_1486504.xml,journal-article-10.2307_1486504-ngram1.txt
journal-article-10.2307_1486713,book-review,"
         ",Ira Robinson,1996,eng,journal-article-10.2307_1486713.xml,journal-article-10.2307_1486713-ngram1.txt
journal-article-10.2307_1486664,book-review,"
         ",Gary A. Rendsburg,1996,eng,journal-article-10.2307_1486664.xml,journal-article-10.2307_1486664-ngram1.txt
journal-article-10.2307_41310668,book-review,,Willi Goetschel,2011,eng,journal-article-10.2307_41310668.xml,journal-article-10.2307_41310668-ngram1.txt
journal-article-10.2307_1486359,book-review,"
         ",Todd M. Endelman,1986,eng,journal-article-10.2307_1486359.xml,journal-article-10.2307_1486359-ngram1.txt
journal-article-10.2307_4131751,book-review,,Pinchas Giller,2005,eng,journal-article-10.2307_4131751.xml,journal-article-10.2307_4131751-ngram1.txt
journal-article-10.2307_27564381,book-review,,Joel Hecker,2008,eng,journal-article-10.2307_27564381.xml,journal-article-10.2307_27564381-ngram1.txt
journal-article-10.2307_1486467,book-review,"
         ",Stephen D. Benin,1990,eng,journal-article-10.2307_1486467.xml,journal-article-10.2307_1486467-ngram1.txt
journal-article-10.2307_4131656,book-review,,,2006,eng,journal-article-10.2307_4131656.xml,journal-article-10.2307_4131656-ngram1.txt
journal-article-10.2307_40982838,research-article,What Is a Jewish Book?,Yaacob Dweck,2010,eng,journal-article-10.2307_40982838.xml,journal-article-10.2307_40982838-ngram1.txt
journal-article-10.2307_1486552,book-review,"
         ",Eileen Schuller,1997,eng,journal-article-10.2307_1486552.xml,journal-article-10.2307_1486552-ngram1.txt
journal-article-10.2307_1486502,book-review,"
         ",Seth Ward,1995,eng,journal-article-10.2307_1486502.xml,journal-article-10.2307_1486502-ngram1.txt
journal-article-10.2307_24273559,research-article,The Last Spanish Expulsion in Europe: Milan 1565—1597,Flora Cassen,2014,eng,journal-article-10.2307_24273559.xml,journal-article-10.2307_24273559-ngram1.txt
journal-article-10.2307_24273539,book-review,,Liora Halperin,2013,eng,journal-article-10.2307_24273539.xml,journal-article-10.2307_24273539-ngram1.txt
journal-article-10.2307_1486731,misc,Front Matter,,1998,eng,journal-article-10.2307_1486731.xml,journal-article-10.2307_1486731-ngram1.txt
journal-article-10.2307_25654616,book-review,,Pinchas Roth,2009,eng,journal-article-10.2307_25654616.xml,journal-article-10.2307_25654616-ngram1.txt
journal-article-10.2307_27564395,book-review,,Alanna E. Cooper,2008,eng,journal-article-10.2307_27564395.xml,journal-article-10.2307_27564395-ngram1.txt
journal-article-10.2307_1486934,book-review,,Sara R. Horowitz,1998,eng,journal-article-10.2307_1486934.xml,journal-article-10.2307_1486934-ngram1.txt
journal-article-10.2307_4131637,research-article,"Apostasy, Fraud, and the Beginnings of Hebrew Printing in Cracow",,2006,eng,journal-article-10.2307_4131637.xml,journal-article-10.2307_4131637-ngram1.txt
journal-article-10.2307_27564335,book-review,,Martin S. Jaffee,2008,eng,journal-article-10.2307_27564335.xml,journal-article-10.2307_27564335-ngram1.txt
journal-article-10.2307_1486544,misc,Collected Studies,,1999,eng,journal-article-10.2307_1486544.xml,journal-article-10.2307_1486544-ngram1.txt
journal-article-10.2307_1486976,book-review,"
         ",Zev Garber,1992,eng,journal-article-10.2307_1486976.xml,journal-article-10.2307_1486976-ngram1.txt
journal-article-10.2307_1486867,book-review,The Dead Sea Scrolls Reclaimed,Moshe J. Bernstein,1997,eng,journal-article-10.2307_1486867.xml,journal-article-10.2307_1486867-ngram1.txt
journal-article-10.2307_40982826,book-review,,David Shneer,2010,eng,journal-article-10.2307_40982826.xml,journal-article-10.2307_40982826-ngram1.txt
journal-article-10.2307_1486712,book-review,"
         ",Norman Roth,1996,eng,journal-article-10.2307_1486712.xml,journal-article-10.2307_1486712-ngram1.txt
journal-article-10.2307_1486485,book-review,"
         ",Gary A. Rendsburg,1995,eng,journal-article-10.2307_1486485.xml,journal-article-10.2307_1486485-ngram1.txt
journal-article-10.2307_1486551,book-review,"
         ",Scott B. Noegel,1997,eng,journal-article-10.2307_1486551.xml,journal-article-10.2307_1486551-ngram1.txt
journal-article-10.2307_1486616,book-review,"
         ",Henry D. Shapiro,1994,eng,journal-article-10.2307_1486616.xml,journal-article-10.2307_1486616-ngram1.txt
journal-article-10.2307_4131634,misc,Back Matter,,2003,eng,journal-article-10.2307_4131634.xml,journal-article-10.2307_4131634-ngram1.txt
journal-article-10.2307_40982833,research-article,Targum and Translation: A New Approach to a Classic Problem,Simon G. D. A. Lasair,2010,eng,journal-article-10.2307_40982833.xml,journal-article-10.2307_40982833-ngram1.txt
journal-article-10.2307_1486989,research-article,The Politics of Interpretation: Tel Hai in Israel's Collective Memory,Yael Zerubavel,1991,eng,journal-article-10.2307_1486989.xml,journal-article-10.2307_1486989-ngram1.txt
journal-article-10.2307_1486606,book-review,"
         ",Alan Cooper,1994,eng,journal-article-10.2307_1486606.xml,journal-article-10.2307_1486606-ngram1.txt
journal-article-10.2307_1486351,research-article,On Some Aspects of Prayer in the Bible,Jeffrey H. Tigay,1976,eng,journal-article-10.2307_1486351.xml,journal-article-10.2307_1486351-ngram1.txt
journal-article-10.2307_1486943,research-article,Talmudic Portrayals of Relationships between Rabbis: Amoraic or Pseudepigraphic?,Richard Kalmin,1992,eng,journal-article-10.2307_1486943.xml,journal-article-10.2307_1486943-ngram1.txt
journal-article-10.2307_1486848,book-review,"
         ",Jacob Neusner,1995,eng,journal-article-10.2307_1486848.xml,journal-article-10.2307_1486848-ngram1.txt
journal-article-10.2307_1486243,misc,Front Matter,,1986,eng,journal-article-10.2307_1486243.xml,journal-article-10.2307_1486243-ngram1.txt
journal-article-10.2307_1486858,book-review,"
         ",Michael Taub,1995,eng,journal-article-10.2307_1486858.xml,journal-article-10.2307_1486858-ngram1.txt
journal-article-10.2307_23319560,book-review,,Maya Balakirsky-Katz,2012,eng,journal-article-10.2307_23319560.xml,journal-article-10.2307_23319560-ngram1.txt
journal-article-10.2307_1486562,book-review,"
         ",Joel Porte,1997,eng,journal-article-10.2307_1486562.xml,journal-article-10.2307_1486562-ngram1.txt
journal-article-10.2307_25654630,book-review,,Michal Ben-Horin,2009,eng,journal-article-10.2307_25654630.xml,journal-article-10.2307_25654630-ngram1.txt
journal-article-10.2307_40982819,book-review,,Stephen J. Whitfield,2010,eng,journal-article-10.2307_40982819.xml,journal-article-10.2307_40982819-ngram1.txt
journal-article-10.2307_4131767,research-article,The Copenhagen School: The Historiographical Issues,Marc Brettler,2003,eng,journal-article-10.2307_4131767.xml,journal-article-10.2307_4131767-ngram1.txt
journal-article-10.2307_4131821,book-review,,Mark Verman,2005,eng,journal-article-10.2307_4131821.xml,journal-article-10.2307_4131821-ngram1.txt
journal-article-10.2307_24273543,book-review,,Hasia R. Diner,2013,eng,journal-article-10.2307_24273543.xml,journal-article-10.2307_24273543-ngram1.txt
journal-article-10.2307_1486339,research-article,The 1913 New York State Civil Rights Act,Jeffrey Gurock,1976,eng,journal-article-10.2307_1486339.xml,journal-article-10.2307_1486339-ngram1.txt
journal-article-10.2307_25654628,book-review,,Emily Kopley,2009,eng,journal-article-10.2307_25654628.xml,journal-article-10.2307_25654628-ngram1.txt
journal-article-10.2307_27564264,book-review,Purity Studies in Judaism: An Emerging Subfield?,Charlotte Elisheva Fonrobert,2007,eng,journal-article-10.2307_27564264.xml,journal-article-10.2307_27564264-ngram1.txt
journal-article-10.2307_1486945,research-article,"Purim, Liminality, and Communitas",Jeffrey Rubenstein,1992,eng,journal-article-10.2307_1486945.xml,journal-article-10.2307_1486945-ngram1.txt
journal-article-10.2307_1486980,book-review,"
         ",Ephraim Tabory,1992,eng,journal-article-10.2307_1486980.xml,journal-article-10.2307_1486980-ngram1.txt
journal-article-10.2307_1486524,book-review,"
         ",Marvin A. Sweeney,1999,eng,journal-article-10.2307_1486524.xml,journal-article-10.2307_1486524-ngram1.txt
journal-article-10.2307_1486396,research-article,The Jewish Elite and the Children of the Poor: Jewish Apprenticeship Programs in Nineteenth-Century France,Lee Shai Weissbach,1987,eng,journal-article-10.2307_1486396.xml,journal-article-10.2307_1486396-ngram1.txt
journal-article-10.2307_1486394,research-article,The Religion of Traditional Ashkenazic Women: Some Methodological Issues,Chava Weissler,1987,eng,journal-article-10.2307_1486394.xml,journal-article-10.2307_1486394-ngram1.txt
journal-article-10.2307_24273629,book-review,,Stephen J. Whitfield,2013,eng,journal-article-10.2307_24273629.xml,journal-article-10.2307_24273629-ngram1.txt
journal-article-10.2307_1487008,misc,Collected Studies,,1991,eng,journal-article-10.2307_1487008.xml,journal-article-10.2307_1487008-ngram1.txt
journal-article-10.2307_1486953,book-review,"
         ",Gary A. Rendsburg,1992,eng,journal-article-10.2307_1486953.xml,journal-article-10.2307_1486953-ngram1.txt
journal-article-10.2307_1486558,book-review,"
         ",Derek J. Penslar,1997,eng,journal-article-10.2307_1486558.xml,journal-article-10.2307_1486558-ngram1.txt
journal-article-10.2307_4131530,book-review,,Tal Ilan,2004,eng,journal-article-10.2307_4131530.xml,journal-article-10.2307_4131530-ngram1.txt
journal-article-10.2307_1486495,book-review,"
         ",Leonard S. Kravitz,1995,eng,journal-article-10.2307_1486495.xml,journal-article-10.2307_1486495-ngram1.txt
journal-article-10.2307_1486677,book-review,"
         ",Victor A. Mirelman,1996,eng,journal-article-10.2307_1486677.xml,journal-article-10.2307_1486677-ngram1.txt
journal-article-10.2307_1486261,book-review,"
         ",Alan F. Segal,1985,eng,journal-article-10.2307_1486261.xml,journal-article-10.2307_1486261-ngram1.txt
journal-article-10.2307_1486473,research-article,Models of Authority and the Duty of Obedience in Halakhic Literature,Avi Sagi,1995,eng,journal-article-10.2307_1486473.xml,journal-article-10.2307_1486473-ngram1.txt
journal-article-10.2307_41310647,research-article,"""The Wise Woman from Saida"": The Silent Dialogue between Aggadah and Halakhah Regarding Women and Marriage",Arnon Atzmon,2011,eng,journal-article-10.2307_41310647.xml,journal-article-10.2307_41310647-ngram1.txt
journal-article-10.2307_1486449,misc,Front Matter,,1980,eng,journal-article-10.2307_1486449.xml,journal-article-10.2307_1486449-ngram1.txt
journal-article-10.2307_41310677,book-review,,Michael Berkowitz,2011,eng,journal-article-10.2307_41310677.xml,journal-article-10.2307_41310677-ngram1.txt
journal-article-10.2307_1486996,book-review,"
          ",Michael Taub,1991,eng,journal-article-10.2307_1486996.xml,journal-article-10.2307_1486996-ngram1.txt
journal-article-10.2307_1486881,book-review,"
         ",George Jochnowitz,1997,eng,journal-article-10.2307_1486881.xml,journal-article-10.2307_1486881-ngram1.txt
journal-article-10.2307_40982824,book-review,,Zachary M. Baker,2010,eng,journal-article-10.2307_40982824.xml,journal-article-10.2307_40982824-ngram1.txt
journal-article-10.2307_4131694,misc,Back Matter,,2006,eng,journal-article-10.2307_4131694.xml,journal-article-10.2307_4131694-ngram1.txt
journal-article-10.2307_1486805,book-review,"
         ",Stuart S. Miller,1993,eng,journal-article-10.2307_1486805.xml,journal-article-10.2307_1486805-ngram1.txt
