id,type,title,author,auth_gender,year,lang,file_x,file_y
journal-article-10.2307_1486556,book-review,"
         ",Menachem Kellner,male,1997,eng,journal-article-10.2307_1486556.xml,journal-article-10.2307_1486556-ngram1.txt
journal-article-10.2307_1486733,research-article,"""Dum Recordaremur Sion"": Music in the Life and Thought of the Venetian Rabbi Leon Modena (1571-1648)",Don Harrán,male,1998,eng,journal-article-10.2307_1486733.xml,journal-article-10.2307_1486733-ngram1.txt
journal-article-10.2307_27564262,research-article,Performing the Material Self: Mordecai Kaplan and the Art of Journal Writing,Ken Koltun-Fromm,male,2007,eng,journal-article-10.2307_27564262.xml,journal-article-10.2307_27564262-ngram1.txt
journal-article-10.2307_27564336,book-review,,Peregrine Horden,male,2008,eng,journal-article-10.2307_27564336.xml,journal-article-10.2307_27564336-ngram1.txt
journal-article-10.2307_1486611,book-review,"
         ",Vicki Caron,female,1994,eng,journal-article-10.2307_1486611.xml,journal-article-10.2307_1486611-ngram1.txt
journal-article-10.2307_1486259,research-article,Jewish Religious Thought in Early Victorian London,Steven Singer,male,1985,eng,journal-article-10.2307_1486259.xml,journal-article-10.2307_1486259-ngram1.txt
journal-article-10.2307_41310648,research-article,"History, Politics, and Messianism: David Ha-Reuveni's Origin and Mission",Moti Benmelech,male,2011,eng,journal-article-10.2307_41310648.xml,journal-article-10.2307_41310648-ngram1.txt
journal-article-10.2307_1486568,research-article, ‮בחיפוש אחר הז׳אנר: הז׳אנרים הסיפרותיים בראשיתה של ההשכלה העברית בגרמניה ‬ ,‮משה פלאי‬,unknown,1997,heb,journal-article-10.2307_1486568.xml,journal-article-10.2307_1486568-ngram1.txt
journal-article-10.2307_1486532,book-review,"
         ",Michael L. Morgan,male,1999,eng,journal-article-10.2307_1486532.xml,journal-article-10.2307_1486532-ngram1.txt
journal-article-10.2307_4131528,book-review,,Reinhard Pummer,male,2004,eng,journal-article-10.2307_4131528.xml,journal-article-10.2307_4131528-ngram1.txt
journal-article-10.2307_1486978,book-review,"
         ",Yedida K. Stillman,unknown,1992,eng,journal-article-10.2307_1486978.xml,journal-article-10.2307_1486978-ngram1.txt
journal-article-10.2307_1486969,book-review,"
         ",Barry R. Chiswick,male,1992,eng,journal-article-10.2307_1486969.xml,journal-article-10.2307_1486969-ngram1.txt
journal-article-10.2307_1486680,book-review,"
         ",George Jochnowitz,male,1996,eng,journal-article-10.2307_1486680.xml,journal-article-10.2307_1486680-ngram1.txt
journal-article-10.2307_1486284,research-article,Prolegomenon to the Study of Jewish: Christianities in Rabbinic Literature,Burton L. Visotzky,male,1989,eng,journal-article-10.2307_1486284.xml,journal-article-10.2307_1486284-ngram1.txt
journal-article-10.2307_40982820,book-review,,Jessica Rosenberg,female,2010,eng,journal-article-10.2307_40982820.xml,journal-article-10.2307_40982820-ngram1.txt
journal-article-10.2307_1486736,book-review,"
         ",Jacob Milgrom,male,1998,eng,journal-article-10.2307_1486736.xml,journal-article-10.2307_1486736-ngram1.txt
journal-article-10.2307_1486387,book-review,"
         ",David R. Blumenthal,male,1987,eng,journal-article-10.2307_1486387.xml,journal-article-10.2307_1486387-ngram1.txt
journal-article-10.2307_1486740,book-review,"
         ",John Pairman Brown,male,1998,eng,journal-article-10.2307_1486740.xml,journal-article-10.2307_1486740-ngram1.txt
journal-article-10.2307_1486554,book-review,"
         ",Vera B. Moreen,female,1997,eng,journal-article-10.2307_1486554.xml,journal-article-10.2307_1486554-ngram1.txt
journal-article-10.2307_4131834,book-review,,,unknown,2005,eng,journal-article-10.2307_4131834.xml,journal-article-10.2307_4131834-ngram1.txt
journal-article-10.2307_1486298,research-article,"""Meeting in Jerusalem"": Messianic Expectations in the Letters of the Cairo Geniza",Shelomo Dov Goitein,unknown,1979,eng,journal-article-10.2307_1486298.xml,journal-article-10.2307_1486298-ngram1.txt
journal-article-10.2307_1486310,research-article,The Nasi of Narbonne: A Problem in Medieval Historiography,Jeremy Cohen,male,1977,eng,journal-article-10.2307_1486310.xml,journal-article-10.2307_1486310-ngram1.txt
journal-article-10.2307_1486615,book-review,"
         ",Stephen Katz,male,1994,eng,journal-article-10.2307_1486615.xml,journal-article-10.2307_1486615-ngram1.txt
journal-article-10.2307_24273648,research-article,Study versus Sustenance: A Rabbinic Dilemma in Its Zoroastrian and Manichaean Context,Yishai Kiel,male,2014,eng,journal-article-10.2307_24273648.xml,journal-article-10.2307_24273648-ngram1.txt
journal-article-10.2307_41310658,book-review,,Ethan Zadoff,male,2011,eng,journal-article-10.2307_41310658.xml,journal-article-10.2307_41310658-ngram1.txt
journal-article-10.2307_27564382,book-review,,Shaul Magid,male,2008,eng,journal-article-10.2307_27564382.xml,journal-article-10.2307_27564382-ngram1.txt
journal-article-10.2307_1486853,book-review,"
         ",Allan Arkush,male,1995,eng,journal-article-10.2307_1486853.xml,journal-article-10.2307_1486853-ngram1.txt
journal-article-10.2307_4131687,book-review,,Dovid Katz,male,2006,eng,journal-article-10.2307_4131687.xml,journal-article-10.2307_4131687-ngram1.txt
journal-article-10.2307_23319572,research-article,Entangled Stories: The Red Jews in Premodern Yiddish and German Apocalyptic Lore,Rebekka Voß,female,2012,eng,journal-article-10.2307_23319572.xml,journal-article-10.2307_23319572-ngram1.txt
journal-article-10.2307_27564296,book-review,,Pamela Barmash,female,2007,eng,journal-article-10.2307_27564296.xml,journal-article-10.2307_27564296-ngram1.txt
journal-article-10.2307_24273667,book-review,,David Graizbord,male,2014,eng,journal-article-10.2307_24273667.xml,journal-article-10.2307_24273667-ngram1.txt
journal-article-10.2307_23319583,book-review,,Paul Burstein,male,2012,eng,journal-article-10.2307_23319583.xml,journal-article-10.2307_23319583-ngram1.txt
journal-article-10.2307_4131717,book-review,,,unknown,2002,eng,journal-article-10.2307_4131717.xml,journal-article-10.2307_4131717-ngram1.txt
journal-article-10.2307_24273576,research-article,Renaissance in the Graveyard: The Hebrew Tombstones of Padua and Ashkenazic Acculturation in Sixteenth-Century Italy – CORRIGENDUM,David Malkiel,male,2014,eng,journal-article-10.2307_24273576.xml,journal-article-10.2307_24273576-ngram1.txt
journal-article-10.2307_1486479,book-review,"
         ",Ziony Zevit,unknown,1995,eng,journal-article-10.2307_1486479.xml,journal-article-10.2307_1486479-ngram1.txt
journal-article-10.2307_1486444,book-review,"
         ",Norman A. Stillman,male,1984,eng,journal-article-10.2307_1486444.xml,journal-article-10.2307_1486444-ngram1.txt
journal-article-10.2307_1486325,book-review,"
         ",David Stern,male,1984,eng,journal-article-10.2307_1486325.xml,journal-article-10.2307_1486325-ngram1.txt
journal-article-10.2307_24273639,book-review,,Stephen Spector,male,2013,eng,journal-article-10.2307_24273639.xml,journal-article-10.2307_24273639-ngram1.txt
journal-article-10.2307_27564329,research-article,Irano-Talmudica I: The Three-Legged Ass and Ridyā in B. Ta'anith: Some Observations about Mythic Hydrology in the Babylonian Talmud and in Ancient Iran,Reuven Kiperwasser,male,2008,eng,journal-article-10.2307_27564329.xml,journal-article-10.2307_27564329-ngram1.txt
journal-article-10.2307_1486341,research-article,"The Meaning of ""Torah Shebe'al Peh"" with Special Reference to ""Kelim"" and ""Ohalot""",Jacob Neusner,male,1976,eng,journal-article-10.2307_1486341.xml,journal-article-10.2307_1486341-ngram1.txt
journal-article-10.2307_1486584,book-review,"
         ",Richard A. Freund,male,1993,eng,journal-article-10.2307_1486584.xml,journal-article-10.2307_1486584-ngram1.txt
journal-article-10.2307_4131700,book-review,Re-Presentations of the Jewish Image: Three New Contributions,Marc Michael Epstein,male,2002,eng,journal-article-10.2307_4131700.xml,journal-article-10.2307_4131700-ngram1.txt
journal-article-10.2307_4131617,book-review,,Jay Rovner,male,2003,eng,journal-article-10.2307_4131617.xml,journal-article-10.2307_4131617-ngram1.txt
journal-article-10.2307_1486531,book-review,"
         ",Jonathan Skolnik,male,1999,eng,journal-article-10.2307_1486531.xml,journal-article-10.2307_1486531-ngram1.txt
journal-article-10.2307_4131832,book-review,,David Biale,male,2005,eng,journal-article-10.2307_4131832.xml,journal-article-10.2307_4131832-ngram1.txt
journal-article-10.2307_1486949,book-review,"
         ",Frederick E. Greenspahn,male,1992,eng,journal-article-10.2307_1486949.xml,journal-article-10.2307_1486949-ngram1.txt
journal-article-10.2307_1486761,book-review,"
         ",Nili S. Fox,female,1999,eng,journal-article-10.2307_1486761.xml,journal-article-10.2307_1486761-ngram1.txt
journal-article-10.2307_1486535,book-review,"
         ",Berel Lang,unknown,1999,eng,journal-article-10.2307_1486535.xml,journal-article-10.2307_1486535-ngram1.txt
journal-article-10.2307_1486439,research-article,"The Drama of Narration: Y. H. Brenner's ""In Winter""",Jeffrey Fleck,male,1984,eng,journal-article-10.2307_1486439.xml,journal-article-10.2307_1486439-ngram1.txt
journal-article-10.2307_1486368,research-article,An Advantage to Peculiarity? The Case of the Polish Commonwealth,Gershon Hundert,male,1981,eng,journal-article-10.2307_1486368.xml,journal-article-10.2307_1486368-ngram1.txt
journal-article-10.2307_40982844,book-review,,Erich S. Gruen,male,2010,eng,journal-article-10.2307_40982844.xml,journal-article-10.2307_40982844-ngram1.txt
journal-article-10.2307_4131830,book-review,,Bernard Wasserstein,male,2005,eng,journal-article-10.2307_4131830.xml,journal-article-10.2307_4131830-ngram1.txt
journal-article-10.2307_1486705,book-review,"
         ",John H. Corbett,male,1996,eng,journal-article-10.2307_1486705.xml,journal-article-10.2307_1486705-ngram1.txt
journal-article-10.2307_27564263,research-article,Thought Going to School with Life? Fackenheim's Last Philosophical Testament,Benjamin Pollock,male,2007,eng,journal-article-10.2307_27564263.xml,journal-article-10.2307_27564263-ngram1.txt
journal-article-10.2307_4131589,book-review,"
         ",,unknown,2002,eng,journal-article-10.2307_4131589.xml,journal-article-10.2307_4131589-ngram1.txt
journal-article-10.2307_24273573,book-review,,Yitzhak Melamed,male,2014,eng,journal-article-10.2307_24273573.xml,journal-article-10.2307_24273573-ngram1.txt
journal-article-10.2307_1486419,research-article,Maimonides and Thomas Aquinas: Natural or Divine Prophecy?,Alexander Altmann,male,1978,eng,journal-article-10.2307_1486419.xml,journal-article-10.2307_1486419-ngram1.txt
journal-article-10.2307_4131788,book-review,,Arnold Franklin,male,2003,eng,journal-article-10.2307_4131788.xml,journal-article-10.2307_4131788-ngram1.txt
journal-article-10.2307_4131586,book-review,"
         ",William Cutter,male,2002,eng,journal-article-10.2307_4131586.xml,journal-article-10.2307_4131586-ngram1.txt
journal-article-10.2307_1487003,book-review,"
          ",David Cesarani,male,1991,eng,journal-article-10.2307_1487003.xml,journal-article-10.2307_1487003-ngram1.txt
journal-article-10.2307_1486337,research-article,"""Alte und neue Gemeinschaft"": An Unpublished Buber Manuscript",Paul R. Flohr,male,1976,eng,journal-article-10.2307_1486337.xml,journal-article-10.2307_1486337-ngram1.txt
journal-article-10.2307_1486904,research-article,Must the Patriarch Know 'Uqtzin? The Nasi as Scholar in Babylonian Aggada,Devora Steinmetz,female,1998,eng,journal-article-10.2307_1486904.xml,journal-article-10.2307_1486904-ngram1.txt
journal-article-10.2307_1486720,book-review,"
         ",Meir Zamir,male,1996,eng,journal-article-10.2307_1486720.xml,journal-article-10.2307_1486720-ngram1.txt
journal-article-10.2307_1486688,book-review,"
         ",Hasia Diner,unknown,1996,eng,journal-article-10.2307_1486688.xml,journal-article-10.2307_1486688-ngram1.txt
journal-article-10.2307_4131568,book-review,"
         ",Irven M. Resnick,unknown,2002,eng,journal-article-10.2307_4131568.xml,journal-article-10.2307_4131568-ngram1.txt
journal-article-10.2307_4131523,research-article,"The Artist as a Mother and the Birth of Terrible Beauty in the Post-Holocaust World: Ruth Almog's ""The Inner Lake""",Rachel Feldhay Brenner,female,2004,eng,journal-article-10.2307_4131523.xml,journal-article-10.2307_4131523-ngram1.txt
journal-article-10.2307_27564362,research-article,The Politics of Pronunciation,Isaac B. Gottlieb,male,2008,eng,journal-article-10.2307_27564362.xml,journal-article-10.2307_27564362-ngram1.txt
journal-article-10.2307_1486722,book-review,"
         ",Yeshayahu A. Jelinek,male,1996,eng,journal-article-10.2307_1486722.xml,journal-article-10.2307_1486722-ngram1.txt
journal-article-10.2307_1486586,book-review,"
         ",Tamar M. Rudavsky,female,1993,eng,journal-article-10.2307_1486586.xml,journal-article-10.2307_1486586-ngram1.txt
journal-article-10.2307_1486277,book-review,"
         ",David G. Dalin,male,1985,eng,journal-article-10.2307_1486277.xml,journal-article-10.2307_1486277-ngram1.txt
journal-article-10.2307_1486557,book-review,"
         ",Seth Ward,male,1997,eng,journal-article-10.2307_1486557.xml,journal-article-10.2307_1486557-ngram1.txt
journal-article-10.2307_27564357,research-article,"Orality, Narrative, Rhetoric: New Directions in Mishnah Research",Ishay Rosen-Zvi,male,2008,eng,journal-article-10.2307_27564357.xml,journal-article-10.2307_27564357-ngram1.txt
journal-article-10.2307_4131738,book-review,,Benjamin G. Wright III,male,2005,eng,journal-article-10.2307_4131738.xml,journal-article-10.2307_4131738-ngram1.txt
journal-article-10.2307_4131538,book-review,,Jody Myers,mostly_female,2004,eng,journal-article-10.2307_4131538.xml,journal-article-10.2307_4131538-ngram1.txt
journal-article-10.2307_1486640,book-review,"
         ",Sanford Gutman,male,1994,eng,journal-article-10.2307_1486640.xml,journal-article-10.2307_1486640-ngram1.txt
journal-article-10.2307_1487015,book-review,Telling Lives,William Cutter,male,1992,eng,journal-article-10.2307_1487015.xml,journal-article-10.2307_1487015-ngram1.txt
journal-article-10.2307_41310636,book-review,,Brian Horowitz,male,2011,eng,journal-article-10.2307_41310636.xml,journal-article-10.2307_41310636-ngram1.txt
journal-article-10.2307_1486994,book-review,"
          ",Samuel Morell,male,1991,eng,journal-article-10.2307_1486994.xml,journal-article-10.2307_1486994-ngram1.txt
journal-article-10.2307_1486353,research-article," The Hebrew Paraphrase of Saadiah Gaon's ""Kitāb al-Amānāt wa'l-I'tiqādāt"" ",Ronald C. Kiener,male,1986,eng,journal-article-10.2307_1486353.xml,journal-article-10.2307_1486353-ngram1.txt
journal-article-10.2307_27564384,book-review,,Marc B. Shapiro,male,2008,eng,journal-article-10.2307_27564384.xml,journal-article-10.2307_27564384-ngram1.txt
journal-article-10.2307_24273521,research-article,Literary Canonization at Work: The Authority of Aggadic Midrash and the Evolution of Havdalah Poetry in the Genizah,Moshe Lavee,male,2013,eng,journal-article-10.2307_24273521.xml,journal-article-10.2307_24273521-ngram1.txt
journal-article-10.2307_1486771,book-review,"
         ",Marc Saperstein,male,1999,eng,journal-article-10.2307_1486771.xml,journal-article-10.2307_1486771-ngram1.txt
journal-article-10.2307_27564293,research-article,"How the ""'Aylonit"" Got Her Sex",Sarra Lev,unknown,2007,eng,journal-article-10.2307_27564293.xml,journal-article-10.2307_27564293-ngram1.txt
journal-article-10.2307_27564317,book-review,,Stephen J. Whitfield,male,2007,eng,journal-article-10.2307_27564317.xml,journal-article-10.2307_27564317-ngram1.txt
journal-article-10.2307_1486446,book-review,"
         ",David C. Jacobson,male,1984,eng,journal-article-10.2307_1486446.xml,journal-article-10.2307_1486446-ngram1.txt
journal-article-10.2307_4131722,book-review,,Frances Malino,female,2002,eng,journal-article-10.2307_4131722.xml,journal-article-10.2307_4131722-ngram1.txt
journal-article-10.2307_4131739,book-review,,Steven Bowman,male,2005,eng,journal-article-10.2307_4131739.xml,journal-article-10.2307_4131739-ngram1.txt
journal-article-10.2307_24273544,book-review,,Jonathan Boyarin,male,2013,eng,journal-article-10.2307_24273544.xml,journal-article-10.2307_24273544-ngram1.txt
journal-article-10.2307_1566674,book-review,"
          ",Nancy E. Berg,female,2000,eng,journal-article-10.2307_1566674.xml,journal-article-10.2307_1566674-ngram1.txt
journal-article-10.2307_1487028,book-review,"
         ",Elliot R. Wolfson,male,1992,eng,journal-article-10.2307_1487028.xml,journal-article-10.2307_1487028-ngram1.txt
journal-article-10.2307_25654619,book-review,,Eric Jacobson,male,2009,eng,journal-article-10.2307_25654619.xml,journal-article-10.2307_25654619-ngram1.txt
journal-article-10.2307_4131533,book-review,,Alfred Ivry,male,2004,eng,journal-article-10.2307_4131533.xml,journal-article-10.2307_4131533-ngram1.txt
journal-article-10.2307_1486450,research-article,Maimonides on the Fall of Man,Lawrence V. Berman,male,1980,eng,journal-article-10.2307_1486450.xml,journal-article-10.2307_1486450-ngram1.txt
journal-article-10.2307_1486803,book-review,"
         ",Frederick E. Greenspahn,male,1993,eng,journal-article-10.2307_1486803.xml,journal-article-10.2307_1486803-ngram1.txt
journal-article-10.2307_25654606,research-article,Talmudic Text and Iranian Context: On the Development of Two Talmudic Narratives,Shai Secunda,male,2009,eng,journal-article-10.2307_25654606.xml,journal-article-10.2307_25654606-ngram1.txt
journal-article-10.2307_4131631,book-review,,Ruth Langer,female,2003,eng,journal-article-10.2307_4131631.xml,journal-article-10.2307_4131631-ngram1.txt
journal-article-10.2307_1486920,book-review,,Dorothy Mermin,female,1998,eng,journal-article-10.2307_1486920.xml,journal-article-10.2307_1486920-ngram1.txt
journal-article-10.2307_1486252,book-review,"
         ",Marsha L. Rozenblit,female,1986,eng,journal-article-10.2307_1486252.xml,journal-article-10.2307_1486252-ngram1.txt
journal-article-10.2307_4131768,research-article,Between Official and Private Dispute: The Case of Christian Spain and Provence in the Late Middle Ages,Ram Ben-Shalom,male,2003,eng,journal-article-10.2307_4131768.xml,journal-article-10.2307_4131768-ngram1.txt
journal-article-10.2307_41310676,book-review,,Oren Livio,male,2011,eng,journal-article-10.2307_41310676.xml,journal-article-10.2307_41310676-ngram1.txt
journal-article-10.2307_1486834,book-review,"
         ",Idit Dobbs-Weinstein,female,1995,eng,journal-article-10.2307_1486834.xml,journal-article-10.2307_1486834-ngram1.txt
journal-article-10.2307_1486399,book-review,"
         ",Robert Chazan,male,1987,eng,journal-article-10.2307_1486399.xml,journal-article-10.2307_1486399-ngram1.txt
journal-article-10.2307_4131657,book-review,,Stephen J. Whitfield,male,2006,eng,journal-article-10.2307_4131657.xml,journal-article-10.2307_4131657-ngram1.txt
journal-article-10.2307_1486461,research-article,Anthropology and the Study of Traditional Jewish Societies,Harvey E. Goldberg,male,1990,eng,journal-article-10.2307_1486461.xml,journal-article-10.2307_1486461-ngram1.txt
journal-article-10.2307_1486762,book-review,"
         ",Daniel Grossberg,male,1999,eng,journal-article-10.2307_1486762.xml,journal-article-10.2307_1486762-ngram1.txt
journal-article-10.2307_24273575,book-review,,Martina Urban,female,2014,eng,journal-article-10.2307_24273575.xml,journal-article-10.2307_24273575-ngram1.txt
journal-article-10.2307_24273654,research-article,"Agnon's Conversation with Jeremiah in ""A Guest for the Night: 'Aginut"" in an Age of National Modernization",Yael Halevi-Wise,female,2014,eng,journal-article-10.2307_24273654.xml,journal-article-10.2307_24273654-ngram1.txt
journal-article-10.2307_1486488,book-review,"
         ",Yaakov Elman,male,1995,eng,journal-article-10.2307_1486488.xml,journal-article-10.2307_1486488-ngram1.txt
journal-article-10.2307_1486687,book-review,"
         ",Harold Kasimow,male,1996,eng,journal-article-10.2307_1486687.xml,journal-article-10.2307_1486687-ngram1.txt
journal-article-10.2307_1486642,book-review,"
         ",George L. Berlin,male,1994,eng,journal-article-10.2307_1486642.xml,journal-article-10.2307_1486642-ngram1.txt
journal-article-10.2307_1486878,book-review,"
         ",David B. Burrell,male,1997,eng,journal-article-10.2307_1486878.xml,journal-article-10.2307_1486878-ngram1.txt
journal-article-10.2307_24273665,book-review,,Paola Tartakoff,female,2014,eng,journal-article-10.2307_24273665.xml,journal-article-10.2307_24273665-ngram1.txt
journal-article-10.2307_1486778,book-review,"
         ",Myrna Goldenberg,female,1999,eng,journal-article-10.2307_1486778.xml,journal-article-10.2307_1486778-ngram1.txt
journal-article-10.2307_1486262,book-review,"
         ",William M. Brinner,male,1985,eng,journal-article-10.2307_1486262.xml,journal-article-10.2307_1486262-ngram1.txt
journal-article-10.2307_24273674,book-review,,Todd M. Endelman,male,2014,eng,journal-article-10.2307_24273674.xml,journal-article-10.2307_24273674-ngram1.txt
journal-article-10.2307_1486519,research-article,From after Death to Afterlife: Martyrdom and Its Recompense,Shmuel Shepkaru,male,1999,eng,journal-article-10.2307_1486519.xml,journal-article-10.2307_1486519-ngram1.txt
journal-article-10.2307_41310649,research-article,Shameful Ambivalences: Dimensions of Rabbinic Shame,Jonathan K. Crane,male,2011,eng,journal-article-10.2307_41310649.xml,journal-article-10.2307_41310649-ngram1.txt
journal-article-10.2307_24273623,research-article,"""It Is Permitted to Marry a Kushite""",David M. Goldenberg,male,2013,eng,journal-article-10.2307_24273623.xml,journal-article-10.2307_24273623-ngram1.txt
journal-article-10.2307_1486504,book-review,"
         ",Gerald Sorin,male,1995,eng,journal-article-10.2307_1486504.xml,journal-article-10.2307_1486504-ngram1.txt
journal-article-10.2307_1486713,book-review,"
         ",Ira Robinson,female,1996,eng,journal-article-10.2307_1486713.xml,journal-article-10.2307_1486713-ngram1.txt
journal-article-10.2307_1486664,book-review,"
         ",Gary A. Rendsburg,male,1996,eng,journal-article-10.2307_1486664.xml,journal-article-10.2307_1486664-ngram1.txt
journal-article-10.2307_41310668,book-review,,Willi Goetschel,male,2011,eng,journal-article-10.2307_41310668.xml,journal-article-10.2307_41310668-ngram1.txt
journal-article-10.2307_1486359,book-review,"
         ",Todd M. Endelman,male,1986,eng,journal-article-10.2307_1486359.xml,journal-article-10.2307_1486359-ngram1.txt
journal-article-10.2307_4131751,book-review,,Pinchas Giller,male,2005,eng,journal-article-10.2307_4131751.xml,journal-article-10.2307_4131751-ngram1.txt
journal-article-10.2307_27564381,book-review,,Joel Hecker,male,2008,eng,journal-article-10.2307_27564381.xml,journal-article-10.2307_27564381-ngram1.txt
journal-article-10.2307_1486467,book-review,"
         ",Stephen D. Benin,male,1990,eng,journal-article-10.2307_1486467.xml,journal-article-10.2307_1486467-ngram1.txt
journal-article-10.2307_4131656,book-review,,,unknown,2006,eng,journal-article-10.2307_4131656.xml,journal-article-10.2307_4131656-ngram1.txt
journal-article-10.2307_40982838,research-article,What Is a Jewish Book?,Yaacob Dweck,unknown,2010,eng,journal-article-10.2307_40982838.xml,journal-article-10.2307_40982838-ngram1.txt
journal-article-10.2307_1486552,book-review,"
         ",Eileen Schuller,female,1997,eng,journal-article-10.2307_1486552.xml,journal-article-10.2307_1486552-ngram1.txt
journal-article-10.2307_1486502,book-review,"
         ",Seth Ward,male,1995,eng,journal-article-10.2307_1486502.xml,journal-article-10.2307_1486502-ngram1.txt
journal-article-10.2307_24273559,research-article,The Last Spanish Expulsion in Europe: Milan 1565—1597,Flora Cassen,female,2014,eng,journal-article-10.2307_24273559.xml,journal-article-10.2307_24273559-ngram1.txt
journal-article-10.2307_24273539,book-review,,Liora Halperin,female,2013,eng,journal-article-10.2307_24273539.xml,journal-article-10.2307_24273539-ngram1.txt
journal-article-10.2307_25654616,book-review,,Pinchas Roth,male,2009,eng,journal-article-10.2307_25654616.xml,journal-article-10.2307_25654616-ngram1.txt
journal-article-10.2307_27564395,book-review,,Alanna E. Cooper,female,2008,eng,journal-article-10.2307_27564395.xml,journal-article-10.2307_27564395-ngram1.txt
journal-article-10.2307_1486934,book-review,,Sara R. Horowitz,female,1998,eng,journal-article-10.2307_1486934.xml,journal-article-10.2307_1486934-ngram1.txt
journal-article-10.2307_4131637,research-article,"Apostasy, Fraud, and the Beginnings of Hebrew Printing in Cracow",,unknown,2006,eng,journal-article-10.2307_4131637.xml,journal-article-10.2307_4131637-ngram1.txt
journal-article-10.2307_27564335,book-review,,Martin S. Jaffee,male,2008,eng,journal-article-10.2307_27564335.xml,journal-article-10.2307_27564335-ngram1.txt
journal-article-10.2307_1486976,book-review,"
         ",Zev Garber,male,1992,eng,journal-article-10.2307_1486976.xml,journal-article-10.2307_1486976-ngram1.txt
journal-article-10.2307_1486867,book-review,The Dead Sea Scrolls Reclaimed,Moshe J. Bernstein,male,1997,eng,journal-article-10.2307_1486867.xml,journal-article-10.2307_1486867-ngram1.txt
journal-article-10.2307_40982826,book-review,,David Shneer,male,2010,eng,journal-article-10.2307_40982826.xml,journal-article-10.2307_40982826-ngram1.txt
journal-article-10.2307_1486712,book-review,"
         ",Norman Roth,male,1996,eng,journal-article-10.2307_1486712.xml,journal-article-10.2307_1486712-ngram1.txt
journal-article-10.2307_1486485,book-review,"
         ",Gary A. Rendsburg,male,1995,eng,journal-article-10.2307_1486485.xml,journal-article-10.2307_1486485-ngram1.txt
journal-article-10.2307_1486551,book-review,"
         ",Scott B. Noegel,male,1997,eng,journal-article-10.2307_1486551.xml,journal-article-10.2307_1486551-ngram1.txt
journal-article-10.2307_1486616,book-review,"
         ",Henry D. Shapiro,male,1994,eng,journal-article-10.2307_1486616.xml,journal-article-10.2307_1486616-ngram1.txt
journal-article-10.2307_40982833,research-article,Targum and Translation: A New Approach to a Classic Problem,Simon G. D. A. Lasair,male,2010,eng,journal-article-10.2307_40982833.xml,journal-article-10.2307_40982833-ngram1.txt
journal-article-10.2307_1486989,research-article,The Politics of Interpretation: Tel Hai in Israel's Collective Memory,Yael Zerubavel,female,1991,eng,journal-article-10.2307_1486989.xml,journal-article-10.2307_1486989-ngram1.txt
journal-article-10.2307_1486606,book-review,"
         ",Alan Cooper,male,1994,eng,journal-article-10.2307_1486606.xml,journal-article-10.2307_1486606-ngram1.txt
journal-article-10.2307_1486351,research-article,On Some Aspects of Prayer in the Bible,Jeffrey H. Tigay,male,1976,eng,journal-article-10.2307_1486351.xml,journal-article-10.2307_1486351-ngram1.txt
journal-article-10.2307_1486943,research-article,Talmudic Portrayals of Relationships between Rabbis: Amoraic or Pseudepigraphic?,Richard Kalmin,male,1992,eng,journal-article-10.2307_1486943.xml,journal-article-10.2307_1486943-ngram1.txt
journal-article-10.2307_1486848,book-review,"
         ",Jacob Neusner,male,1995,eng,journal-article-10.2307_1486848.xml,journal-article-10.2307_1486848-ngram1.txt
journal-article-10.2307_1486858,book-review,"
         ",Michael Taub,male,1995,eng,journal-article-10.2307_1486858.xml,journal-article-10.2307_1486858-ngram1.txt
journal-article-10.2307_23319560,book-review,,Maya Balakirsky-Katz,female,2012,eng,journal-article-10.2307_23319560.xml,journal-article-10.2307_23319560-ngram1.txt
journal-article-10.2307_1486562,book-review,"
         ",Joel Porte,male,1997,eng,journal-article-10.2307_1486562.xml,journal-article-10.2307_1486562-ngram1.txt
journal-article-10.2307_25654630,book-review,,Michal Ben-Horin,male,2009,eng,journal-article-10.2307_25654630.xml,journal-article-10.2307_25654630-ngram1.txt
journal-article-10.2307_40982819,book-review,,Stephen J. Whitfield,male,2010,eng,journal-article-10.2307_40982819.xml,journal-article-10.2307_40982819-ngram1.txt
journal-article-10.2307_4131767,research-article,The Copenhagen School: The Historiographical Issues,Marc Brettler,male,2003,eng,journal-article-10.2307_4131767.xml,journal-article-10.2307_4131767-ngram1.txt
journal-article-10.2307_4131821,book-review,,Mark Verman,male,2005,eng,journal-article-10.2307_4131821.xml,journal-article-10.2307_4131821-ngram1.txt
journal-article-10.2307_24273543,book-review,,Hasia R. Diner,unknown,2013,eng,journal-article-10.2307_24273543.xml,journal-article-10.2307_24273543-ngram1.txt
journal-article-10.2307_1486339,research-article,The 1913 New York State Civil Rights Act,Jeffrey Gurock,male,1976,eng,journal-article-10.2307_1486339.xml,journal-article-10.2307_1486339-ngram1.txt
journal-article-10.2307_25654628,book-review,,Emily Kopley,female,2009,eng,journal-article-10.2307_25654628.xml,journal-article-10.2307_25654628-ngram1.txt
journal-article-10.2307_27564264,book-review,Purity Studies in Judaism: An Emerging Subfield?,Charlotte Elisheva Fonrobert,female,2007,eng,journal-article-10.2307_27564264.xml,journal-article-10.2307_27564264-ngram1.txt
journal-article-10.2307_1486945,research-article,"Purim, Liminality, and Communitas",Jeffrey Rubenstein,male,1992,eng,journal-article-10.2307_1486945.xml,journal-article-10.2307_1486945-ngram1.txt
