id,type,title,auth1,auth_gender,year
journal-article-10.2307_1486790,book-review,,Alvin H. Rosenfeld,male,1999
journal-article-10.2307_1486732,research-article,"Jews, Regalian Rights, and the Constitution in Medieval France",William Chester Jordan,male,1998
journal-article-10.2307_1486733,research-article,"""Dum Recordaremur Sion"": Music in the Life and Thought of the Venetian Rabbi Leon Modena (1571-1648)",Don Harrán,male,1998
journal-article-10.2307_1486734,research-article,Abraham Miguel Cardoso's Messianism: A Reappraisal,Bruce Rosenstock,male,1998
journal-article-10.2307_1486735,book-review,,John Pairman Brown,male,1998
journal-article-10.2307_1486736,book-review,,Jacob Milgrom,male,1998
journal-article-10.2307_1486737,book-review,,Joel S. Kaminsky,male,1998
journal-article-10.2307_1486738,book-review,,Saul Levin,male,1998
journal-article-10.2307_1486740,book-review,,John Pairman Brown,male,1998
journal-article-10.2307_1486742,book-review,,Frederick E. Greenspahn,male,1998
journal-article-10.2307_1486744,book-review,,Daniel H. Frank,male,1998
journal-article-10.2307_1486746,book-review,,Harold Kasimow,male,1998
journal-article-10.2307_1486747,book-review,,Alan S. Zuckerman,male,1998
journal-article-10.2307_1486748,book-review,,Robert Gibbs,male,1998
journal-article-10.2307_1486749,book-review,,Shaul Magid,male,1998
journal-article-10.2307_1486905,research-article,The First Jews from Aleppo in Manchester: New Documentary Evidence,Yaron Harel,male,1998
journal-article-10.2307_1486906,research-article,"""Into Life""??! Franz Rosenzweig and the Figure of Death",Zachary Braiterman,male,1998
journal-article-10.2307_1486908,book-review,,Martin D. Yaffe,male,1998
journal-article-10.2307_1486909,book-review,,Gary A. Rendsburg,male,1998
journal-article-10.2307_1486911,book-review,,Abraham Terian,male,1998
journal-article-10.2307_1486912,book-review,,Moshe J. Bernstein,male,1998
journal-article-10.2307_1486914,book-review,,Lawrence Kaplan,male,1998
journal-article-10.2307_1486918,book-review,,Stephen D. Benin,male,1998
journal-article-10.2307_1486919,book-review,,Allan Arkush,male,1998
journal-article-10.2307_1486923,book-review,,Larry Eugene Jones,male,1998
journal-article-10.2307_1486924,book-review,,Michael Berenbaum,male,1998
journal-article-10.2307_1486925,book-review,,Steven T. Katz,male,1998
journal-article-10.2307_1486927,book-review,,Lawrence Kaplan,male,1998
journal-article-10.2307_1486928,book-review,,Howard Lupovitch,male,1998
journal-article-10.2307_1486929,book-review,,Shaul Magid,male,1998
journal-article-10.2307_1486930,book-review,,Michael Taub,male,1998
journal-article-10.2307_1486937,book-review,,Daniel Soyer,male,1998
journal-article-10.2307_1486548,research-article," Isaac Abarbanel's ""Stance toward Tradition"": The Case of ""'Aṭeret zeqenim"" ",Eric Lawee,male,1997
journal-article-10.2307_1486550,research-article,"Kovner vs. Kovner ""A Parting from the South"" vs. ""Combat Page""",Reuven Shoham,male,1997
journal-article-10.2307_1486551,book-review,,Scott B. Noegel,male,1997
journal-article-10.2307_1486553,book-review,,Jerome A. Lund,male,1997
journal-article-10.2307_1486555,book-review,,Robert Eisen,male,1997
journal-article-10.2307_1486556,book-review,,Menachem Kellner,male,1997
journal-article-10.2307_1486557,book-review,,Seth Ward,male,1997
journal-article-10.2307_1486558,book-review,,Derek J. Penslar,male,1997
journal-article-10.2307_1486559,book-review,,Zev Garber,male,1997
journal-article-10.2307_1486562,book-review,,Joel Porte,male,1997
journal-article-10.2307_1486563,book-review,,Joseph Lukinsky,male,1997
journal-article-10.2307_1486564,book-review,,Günter Böhm,male,1997
journal-article-10.2307_1486866,research-article,From Theosophy to Midrash: Lurianic Exegesis and the Garden of Eden,Shaul Magid,male,1997
journal-article-10.2307_1486867,book-review,The Dead Sea Scrolls Reclaimed,Moshe J. Bernstein,male,1997
journal-article-10.2307_1486868,book-review,,Joshua Levinson,male,1997
journal-article-10.2307_1486869,book-review,,Scott B. Noegel,male,1997
journal-article-10.2307_1486870,book-review,,Daniel Grossberg,male,1997
journal-article-10.2307_1486871,book-review,,Scott B. Noegel,male,1997
journal-article-10.2307_1486872,book-review,,Leonard J. Greenspoon,male,1997
journal-article-10.2307_1486873,book-review,,David Goodblatt,male,1997
journal-article-10.2307_1486875,book-review,,Alan J. Yuter,male,1997
journal-article-10.2307_1486876,book-review,,Harry Fox,male,1997
journal-article-10.2307_1486877,book-review,,Martin D. Yaffe,male,1997
journal-article-10.2307_1486878,book-review,,David B. Burrell,male,1997
journal-article-10.2307_1486879,book-review,,Daniel H. Frank,male,1997
journal-article-10.2307_1486880,book-review,,Allan Arkush,male,1997
journal-article-10.2307_1486881,book-review,,George Jochnowitz,male,1997
journal-article-10.2307_1486882,book-review,,Henry Abramson,male,1997
journal-article-10.2307_1486883,book-review,,David Weinberg,male,1997
journal-article-10.2307_1486884,book-review,,Gerald Sorin,male,1997
journal-article-10.2307_1486887,book-review,,Jacob Korg,male,1997
journal-article-10.2307_1486652,research-article,An Eschatological Drama: Bavli Avodah Zarah 2a-3b,Jeffrey L. Rubenstein,male,1996
journal-article-10.2307_1486653,research-article,"The Use of Midrash in Maimonides' ""Guide of the Perplexed"": Decoding the Duality of the Text",James A. Diamond,male,1996
journal-article-10.2307_1486655,book-review,The Sheffield Dictionary of Classical Hebrew,Gary A. Rendsburg,male,1996
journal-article-10.2307_1486656,book-review,"Judah halevi's ""The Kuzari"" in French",Seymour Feldman,male,1996
journal-article-10.2307_1486657,book-review,,Jerome A. Lund,male,1996
journal-article-10.2307_1486659,book-review,,Frederick E. Greenspahn,male,1996
journal-article-10.2307_1486660,book-review,,Ehud Ben Zvi,male,1996
journal-article-10.2307_1486662,book-review,,Gary A. Rendsburg,male,1996
journal-article-10.2307_1486663,book-review,,Martin S. Jaffee,male,1996
journal-article-10.2307_1486664,book-review,,Gary A. Rendsburg,male,1996
journal-article-10.2307_1486666,book-review,,Alan J. Yuter,male,1996
journal-article-10.2307_1486667,book-review,,David J. Halperin,male,1996
journal-article-10.2307_1486668,book-review,,Richard A. Freund,male,1996
journal-article-10.2307_1486669,book-review,,Herbert W. Basser,male,1996
journal-article-10.2307_1486670,book-review,,Stanley N. Rosenbaum,male,1996
journal-article-10.2307_1486672,book-review,,Sheldon Rothblatt,male,1996
journal-article-10.2307_1486673,book-review,,Francisco Moreno-Carvalho,male,1996
journal-article-10.2307_1486675,book-review,,Daniel Schwarz,male,1996
journal-article-10.2307_1486676,book-review,,Uri R. Kaufmann,male,1996
journal-article-10.2307_1486677,book-review,,Victor A. Mirelman,male,1996
journal-article-10.2307_1486680,book-review,,George Jochnowitz,male,1996
journal-article-10.2307_1486682,book-review,,Irving Katz,male,1996
journal-article-10.2307_1486683,book-review,,Henry D. Shapiro,male,1996
journal-article-10.2307_1486684,book-review,,Stuart E. Knee,male,1996
journal-article-10.2307_1486685,book-review,,David Cesarani,male,1996
journal-article-10.2307_1486686,book-review,,Alexander Orbach,male,1996
journal-article-10.2307_1486687,book-review,,Harold Kasimow,male,1996
journal-article-10.2307_1486689,book-review,,Michael R. Marrus,male,1996
journal-article-10.2307_1486692,book-review,,Michael Berenbaum,male,1996
journal-article-10.2307_1486693,book-review,,Stephen Katz,male,1996
journal-article-10.2307_1486697,research-article,"""Texts of Terror"": Rabbinic Texts, Speech Acts, and the Control of Mores",Michael L. Satlow,male,1996
journal-article-10.2307_1486698,research-article,Perception and Reception of Repentant Apostates in Medieval Ashkenaz and Premodern Poland,Edward Fram,male,1996
journal-article-10.2307_1486699,research-article,Dybbuk and Maggid: Two Cultural Patterns of Altered Consciousness in Judaism,Yoram Bilu,male,1996
journal-article-10.2307_1486700,book-review,,Scott B. Noegel,male,1996
journal-article-10.2307_1486701,book-review,,Victor Avigdor Hurowitz,male,1996
journal-article-10.2307_1486702,book-review,,Gershon Brin,male,1996
journal-article-10.2307_1486705,book-review,,John H. Corbett,male,1996
journal-article-10.2307_1486706,book-review,,John C. Reeves,male,1996
journal-article-10.2307_1486707,book-review,,Gary A. Rendsburg,male,1996
journal-article-10.2307_1486710,book-review,,Stephen D. Benin,male,1996
journal-article-10.2307_1486711,book-review,,Steven Bowman,male,1996
journal-article-10.2307_1486712,book-review,,Norman Roth,male,1996
journal-article-10.2307_1486714,book-review,,Pinchas Giller,male,1996
journal-article-10.2307_1486715,book-review,,Howard Adelman,male,1996
journal-article-10.2307_1486716,book-review,,Jonathan Cohen,male,1996
journal-article-10.2307_1486717,book-review,,Alan Levenson,male,1996
journal-article-10.2307_1486718,book-review,,Milton Shain,male,1996
journal-article-10.2307_1486720,book-review,,Meir Zamir,male,1996
journal-article-10.2307_1486721,book-review,,Melvin Shefftz,male,1996
journal-article-10.2307_1486722,book-review,,Yeshayahu A. Jelinek,male,1996
journal-article-10.2307_1486724,book-review,,Steven Bowman,male,1996
journal-article-10.2307_1486725,book-review,,Louis E. Newman,male,1996
journal-article-10.2307_1486726,book-review,,Michael Wyschogrod,male,1996
journal-article-10.2307_1486473,research-article,Models of Authority and the Duty of Obedience in Halakhic Literature,Avi Sagi,male,1995
journal-article-10.2307_1486474,research-article,The French Revolution and the Jews: Assessing the Cultural Impact,Jay R. Berkovitz,male,1995
journal-article-10.2307_1486475,research-article," Three Unknown ""Piyyutim"" by David Ben Ḥasin ",André E. Elbaz,male,1995
journal-article-10.2307_1486476,research-article,Sacrilegious Imagery in Yehuda Amichai's Poetry,Yoseph Milman,male,1995
journal-article-10.2307_1486477,book-review,Midrash in Parables,Daniel Boyarin,male,1995
journal-article-10.2307_1486478,book-review,"""Shver Zu Zein A Yid"": The Jewish People in America",Glenn C. Altschuler,male,1995
journal-article-10.2307_1486480,book-review,,Anson F. Rainey,male,1995
journal-article-10.2307_1486481,book-review,,Marc Brettler,male,1995
journal-article-10.2307_1486482,book-review,,Baruch Halpern,male,1995
journal-article-10.2307_1486484,book-review,,Nahum M. Sarna,male,1995
journal-article-10.2307_1486485,book-review,,Gary A. Rendsburg,male,1995
journal-article-10.2307_1486487,book-review,,John T. Townsend,male,1995
journal-article-10.2307_1486488,book-review,,Yaakov Elman,male,1995
journal-article-10.2307_1486489,book-review,,Robert Goldenberg,male,1995
journal-article-10.2307_1486490,book-review,,David Kraemer,male,1995
journal-article-10.2307_1486491,book-review,,Lewis M. Barth,male,1995
journal-article-10.2307_1486492,book-review,,Richard Kalmin,male,1995
journal-article-10.2307_1486493,book-review,,Morris Silver,male,1995
journal-article-10.2307_1486494,book-review,,Steven M. Wasserstrom,male,1995
journal-article-10.2307_1486495,book-review,,Leonard S. Kravitz,male,1995
journal-article-10.2307_1486496,book-review,,Samuel Morell,male,1995
journal-article-10.2307_1486497,book-review,,Raphael Jospe,male,1995
journal-article-10.2307_1486499,book-review,,Ephraim Kanarfogel,male,1995
journal-article-10.2307_1486500,book-review,,Alan S. Kaye,male,1995
journal-article-10.2307_1486502,book-review,,Seth Ward,male,1995
journal-article-10.2307_1486503,book-review,,Jay R. Berkovitz,male,1995
journal-article-10.2307_1486504,book-review,,Gerald Sorin,male,1995
journal-article-10.2307_1486506,book-review,,Zev Garber,male,1995
journal-article-10.2307_1486507,book-review,,Michael Berkowitz,male,1995
journal-article-10.2307_1486511,book-review,,Sanford Gutman,male,1995
journal-article-10.2307_1486512,book-review,,Theodore Weinberger,male,1995
journal-article-10.2307_1486513,book-review,,Gordon Tucker,male,1995
journal-article-10.2307_1486514,book-review,,Stanley F. Chyet,male,1995
journal-article-10.2307_1486515,book-review,,Joel Porte,male,1995
journal-article-10.2307_1486819,research-article,Notions of Gentile Impurity in Ancient Judaism,Jonathan Klawans,male,1995
journal-article-10.2307_1486820,research-article, Derivational Processes: Underlying Forms and Analogies in Hayyûj's Linguistic Works ,Roger Jay Kaplan,male,1995
journal-article-10.2307_1486821,research-article,"""A Different Kind of Hell"": Orality, Multilingualism, and American Yiddish in the Translation of Sholem Aleichem's ""Mister Boym in Klozet""",Kenneth Wishnia,male,1995
journal-article-10.2307_1486823,book-review,The Barcelona Disputation,David Berger,male,1995
journal-article-10.2307_1486824,book-review,,Daniel Grossberg,male,1995
journal-article-10.2307_1486825,book-review,,Jacob Milgrom,male,1995
journal-article-10.2307_1486826,book-review,,Saul Levin,male,1995
journal-article-10.2307_1486827,book-review,,Saul M. Olyan,male,1995
journal-article-10.2307_1486828,book-review,,Michael E. Stone,male,1995
journal-article-10.2307_1486829,book-review,,David Winston,male,1995
journal-article-10.2307_1486831,book-review,,Stuart S. Miller,male,1995
journal-article-10.2307_1486832,book-review,,Seth Schwartz,male,1995
journal-article-10.2307_1486833,book-review,,Steven M. Wasserstrom,male,1995
journal-article-10.2307_1486835,book-review,,Daniel H. Frank,male,1995
journal-article-10.2307_1486836,book-review,,Jeremy Cohen,male,1995
journal-article-10.2307_1486837,book-review,,Chaim I. Waxman,male,1995
journal-article-10.2307_1486838,book-review,,Lawrence A. Hoffman,male,1995
journal-article-10.2307_1486840,book-review,,Michael C. Steinlauf,male,1995
journal-article-10.2307_1486841,book-review,,Daniel R. Schwartz,male,1995
journal-article-10.2307_1486842,book-review,,Alan S. Zuckerman,male,1995
journal-article-10.2307_1486843,book-review,,Stuart M. Blumin,male,1995
journal-article-10.2307_1486844,book-review,,Gerald Sorin,male,1995
journal-article-10.2307_1486845,book-review,,Barry R. Chiswick,male,1995
journal-article-10.2307_1486846,book-review,,Stuart E. Knee,male,1995
journal-article-10.2307_1486847,book-review,,Leonard Dinnerstein,male,1995
journal-article-10.2307_1486848,book-review,,Jacob Neusner,male,1995
journal-article-10.2307_1486849,book-review,,Zev Garber,male,1995
journal-article-10.2307_1486850,book-review,,Avigdor Levy,male,1995
journal-article-10.2307_1486851,book-review,,Lloyd P. Gartner,male,1995
journal-article-10.2307_1486852,book-review,,Michael Brown,male,1995
journal-article-10.2307_1486853,book-review,,Allan Arkush,male,1995
journal-article-10.2307_1486854,book-review,,Daniel Gold,male,1995
journal-article-10.2307_1486855,book-review,,Harvey E. Goldberg,male,1995
journal-article-10.2307_1486856,book-review,,Reuben Ahroni,male,1995
journal-article-10.2307_1486857,book-review,,Ephraim Tabory,male,1995
journal-article-10.2307_1486858,book-review,,Michael Taub,male,1995
journal-article-10.2307_1486601,research-article,Baghdad Jewry in Late Ottoman Times: The Emergence of Social Classes and of Secularization,Shlomo Deshen,male,1994
journal-article-10.2307_1486602,research-article,Fantasies of Deviance in Mendele and Agnon,David Aberbach,male,1994
journal-article-10.2307_1486604,book-review,Some Reflections on a Baroque Jewish Novella,Robert Bonfil,male,1994
journal-article-10.2307_1486605,book-review,,Marvin A. Sweeney,male,1994
journal-article-10.2307_1486606,book-review,,Alan Cooper,male,1994
journal-article-10.2307_1486607,book-review,,Seth Schwartz,male,1994
journal-article-10.2307_1486608,book-review,,Robert C. Stacey,male,1994
journal-article-10.2307_1486609,book-review,,David Engel,male,1994
journal-article-10.2307_1486610,book-review,,Michael Berkowitz,male,1994
journal-article-10.2307_1486614,book-review,,Mark Washofsky,male,1994
journal-article-10.2307_1486615,book-review,,Stephen Katz,male,1994
journal-article-10.2307_1486616,book-review,,Henry D. Shapiro,male,1994
journal-article-10.2307_1486621,research-article,"""Like the Ministering Angels"": Ritual and Purity in Early Jewish Mysticism and Magic",Michael D. Swartz,male,1994
journal-article-10.2307_1486622,research-article,"Imitatio Dei in Maimonides' ""Guide of the Perplexed""",Howard Kreisel,male,1994
journal-article-10.2307_1486623,book-review,"Ancient Israelite Cult in History, Tradition, and Interpretation",Victor Avigdor Hurowitz,male,1994
journal-article-10.2307_1486624,book-review,,Martin Benal,male,1994
journal-article-10.2307_1486625,book-review,,Gary Anderson,male,1994
journal-article-10.2307_1486626,book-review,,Richard Elliot Friedman,male,1994
journal-article-10.2307_1486627,book-review,,Gary A. Rendsburg,male,1994
journal-article-10.2307_1486628,book-review,,Robert L. Cohn,male,1994
journal-article-10.2307_1486629,book-review,,Frederick E. Greenspahn,male,1994
journal-article-10.2307_1486630,book-review,,Stanley Isser,male,1994
journal-article-10.2307_1486631,book-review,,David J. Halperin,male,1994
journal-article-10.2307_1486633,book-review,,Allan Arkush,male,1994
journal-article-10.2307_1486635,book-review,,David B. Ruderman,male,1994
journal-article-10.2307_1486637,book-review,,Michael A. Meyer,male,1994
journal-article-10.2307_1486639,book-review,,Todd M. Endelman,male,1994
journal-article-10.2307_1486640,book-review,,Sanford Gutman,male,1994
journal-article-10.2307_1486642,book-review,,George L. Berlin,male,1994
journal-article-10.2307_1486644,book-review,,Richard Polenberg,male,1994
journal-article-10.2307_1486645,book-review,,Charles Selengut,male,1994
journal-article-10.2307_1486646,book-review,,Michael Wyschogrod,male,1994
journal-article-10.2307_1486647,book-review,,Benjamin Hary,male,1994
journal-article-10.2307_1486570,research-article,"Maimonides on the Science of the ""Mishneh Torah"": Provisional or Permanent?",Menachem Kellner,male,1993
journal-article-10.2307_1486571,research-article,"Philosophy, Dogma, and Exegesis in Medieval Ashkenazic Judaism: The Evidence of ""Sefer Hadrat Qodesh""",Joseph M. Davis,male,1993
journal-article-10.2307_1486572,research-article,Voltaire on Judaism and Christianity,Allan Arkush,male,1993
journal-article-10.2307_1486573,research-article,Suicide and the World-to-Come,Marc B. Shapiro,male,1993
journal-article-10.2307_1486574,book-review,The Religious Dimension of Jewish Civil Law,Samuel Morell,male,1993
journal-article-10.2307_1486576,book-review,,David Goodblatt,male,1993
journal-article-10.2307_1486578,book-review,,David Marcus,male,1993
journal-article-10.2307_1486579,book-review,,Yehoshua Gitay,male,1993
journal-article-10.2307_1486580,book-review,,Baruch J. Schwartz,male,1993
journal-article-10.2307_1486581,book-review,,Raymond Westbrook,male,1993
journal-article-10.2307_1486582,book-review,,Joel S. Kaminsky,male,1993
journal-article-10.2307_1486583,book-review,,Daniel Grossberg,male,1993
journal-article-10.2307_1486584,book-review,,Richard A. Freund,male,1993
journal-article-10.2307_1486585,book-review,,Joseph Sievers,male,1993
journal-article-10.2307_1486587,book-review,,Alfred L. Ivry,male,1993
journal-article-10.2307_1486588,book-review,,Marc Saperstein,male,1993
journal-article-10.2307_1486589,book-review,,William Chester Jordan,male,1993
journal-article-10.2307_1486592,book-review,,Milton R. Konvitz,male,1993
journal-article-10.2307_1486595,book-review,,Robert S. Wistrich,male,1993
journal-article-10.2307_1486596,book-review,,Michael Taub,male,1993
journal-article-10.2307_1486795,research-article,The Contribution of Professor Salo W. Baron to the Study of Ancient Jewish History: His Appraisal of Anti-Judaism and Proselytism,Louis H. Feldman,male,1993
journal-article-10.2307_1486796,research-article,The Historiographical Legacy of Salo Wittmayer Baron: The Medieval Period,Robert Chazan,male,1993
journal-article-10.2307_1486798,research-article,"Tithe as Gift: The Biblical Institution in Light of Mauss's ""Prestation Theory""",Menahem Herman,male,1993
journal-article-10.2307_1486799,research-article,"Agnon in Germany, 1912-1924: A Chapter of a Biography",Dan Laor,male,1993
journal-article-10.2307_1486800,book-review,A Major Hebrew Dictionary Project Completed,Gary A. Rendsburg,male,1993
journal-article-10.2307_1486801,book-review,,Lawrence H. Schiffman,male,1993
journal-article-10.2307_1486802,book-review,,Alan S. Kaye,male,1993
journal-article-10.2307_1486803,book-review,,Frederick E. Greenspahn,male,1993
journal-article-10.2307_1486805,book-review,,Stuart S. Miller,male,1993
journal-article-10.2307_1486806,book-review,,Michael Chernick,male,1993
journal-article-10.2307_1486807,book-review,,Aharon R. E. Agus,male,1993
journal-article-10.2307_1486808,book-review,,Moshe Z. Sokol,male,1993
journal-article-10.2307_1486810,book-review,,Gershon David Hundert,male,1993
journal-article-10.2307_1486811,book-review,,Benjamin G. Wright III,male,1993
journal-article-10.2307_1486812,book-review,,William M. Brinner,male,1993
journal-article-10.2307_1486813,book-review,,Jeff H. Lesser,male,1993
journal-article-10.2307_1486814,book-review,,Leonard J. Greenspoon,male,1993
journal-article-10.2307_1486943,research-article,Talmudic Portrayals of Relationships between Rabbis: Amoraic or Pseudepigraphic?,Richard Kalmin,male,1992
journal-article-10.2307_1486945,research-article,"Purim, Liminality, and Communitas",Jeffrey Rubenstein,male,1992
journal-article-10.2307_1486946,book-review,,David Marcus,male,1992
journal-article-10.2307_1486948,book-review,,John Kampen,male,1992
journal-article-10.2307_1486949,book-review,,Frederick E. Greenspahn,male,1992
journal-article-10.2307_1486952,book-review,,Seth Schwartz,male,1992
journal-article-10.2307_1486953,book-review,,Gary A. Rendsburg,male,1992
journal-article-10.2307_1486954,book-review,,Robert Goldenberg,male,1992
journal-article-10.2307_1486955,book-review,,Abraham Terian,male,1992
journal-article-10.2307_1486956,book-review,,Robert Chazan,male,1992
journal-article-10.2307_1486957,book-review,,Jeremy Cohen,male,1992
journal-article-10.2307_1486958,book-review,,Norman A. Stillman,male,1992
journal-article-10.2307_1486961,book-review,,Daniel J. Schroeter,male,1992
journal-article-10.2307_1486962,book-review,,Tony Kushner,male,1992
journal-article-10.2307_1486964,book-review,,Todd M. Endelman,male,1992
journal-article-10.2307_1486965,book-review,,Günter Böhm,male,1992
journal-article-10.2307_1486966,book-review,,Robert S. Schine,male,1992
journal-article-10.2307_1486967,book-review,,Alan Mittleman,male,1992
journal-article-10.2307_1486968,book-review,,James F. Harris,male,1992
journal-article-10.2307_1486969,book-review,,Barry R. Chiswick,male,1992
journal-article-10.2307_1486970,book-review,,Jonathan D. Sarna,male,1992
journal-article-10.2307_1486971,book-review,,David Weinberg,male,1992
journal-article-10.2307_1486972,book-review,,Robert T. Handy,male,1992
journal-article-10.2307_1486973,book-review,,Peter Ochs,male,1992
journal-article-10.2307_1486974,book-review,,Jeffrey S. Gurock,male,1992
journal-article-10.2307_1486975,book-review,,Michael Brown,male,1992
journal-article-10.2307_1486976,book-review,,Zev Garber,male,1992
journal-article-10.2307_1486977,book-review,,Robert D. Hoberman,male,1992
journal-article-10.2307_1486979,book-review,,Michael A. Meyer,male,1992
journal-article-10.2307_1486980,book-review,,Ephraim Tabory,male,1992
journal-article-10.2307_1487012,research-article,Josephus' Interpretation of Jonah,Louis H. Feldman,male,1992
journal-article-10.2307_1487013,research-article,"The Exegetical Craft of the ""Zohar"": Toward an Appreciation",Eliezer Segal,male,1992
journal-article-10.2307_1487015,book-review,Telling Lives,William Cutter,male,1992
journal-article-10.2307_1487016,book-review,,Yehoshua Gitay,male,1992
journal-article-10.2307_1487017,book-review,,Raphael Patai,male,1992
journal-article-10.2307_1487019,book-review,,Marc Z. Brettler,male,1992
journal-article-10.2307_1487020,book-review,,Steven Harvey,male,1992
journal-article-10.2307_1487024,book-review,,Stuart Knee,male,1992
journal-article-10.2307_1487026,book-review,,David Novak,male,1992
journal-article-10.2307_1487028,book-review,,Elliot R. Wolfson,male,1992
journal-article-10.2307_1487029,book-review,,Sander L. Gilman,male,1992
journal-article-10.2307_1487030,book-review,,David Engel,male,1992
journal-article-10.2307_1487031,book-review,,Ronald C. Kiener,male,1992
journal-article-10.2307_1486985,research-article,"Babylonian Baraitot in the Tosefta and the ""Dialectology"" of Middle Hebrew",Yaakov Elman,male,1991
journal-article-10.2307_1486986,research-article,The Facticity of Medieval Narrative: A Case Study of the Hebrew First Crusade Narratives,Robert Chazan,male,1991
journal-article-10.2307_1486988,research-article,The Emergence of a Jewish Nationalist Consciousness in Europe during the 1860s and 1870s,Yosef Salmon,male,1991
journal-article-10.2307_1486991,book-review,,Yaakov Thompson,male,1991
journal-article-10.2307_1486992,book-review,Egypt and beyond: The Jews of the Arab Countries in Modern Times,Michael M. Laskier,male,1991
journal-article-10.2307_1486993,book-review,,Bernard Grossfeld,male,1991
journal-article-10.2307_1486994,book-review,,Samuel Morell,male,1991
journal-article-10.2307_1486995,book-review,,Michael D. Swartz,male,1991
journal-article-10.2307_1486996,book-review,,Michael Taub,male,1991
journal-article-10.2307_1486998,book-review,,Marc Saperstein,male,1991
journal-article-10.2307_1486999,book-review,,Howard Adelman,male,1991
journal-article-10.2307_1487001,book-review,,Daniel Gold,male,1991
journal-article-10.2307_1487002,book-review,,Michael A. Meyer,male,1991
journal-article-10.2307_1487003,book-review,,David Cesarani,male,1991
journal-article-10.2307_1487004,book-review,,Henry L. Feingold,male,1991
journal-article-10.2307_1487005,book-review,,Michael Taub,male,1991
journal-article-10.2307_1487006,book-review,,Michael Wyschogrod,male,1991
journal-article-10.2307_1487007,book-review,,Dwayne E. Carpenter,male,1991
journal-article-10.2307_1486461,research-article,Anthropology and the Study of Traditional Jewish Societies,Harvey E. Goldberg,male,1990
journal-article-10.2307_1486462,research-article,"Tamar, a Symbol of Life: The ""Killer Wife"" Superstition in the Bible and Jewish Tradition",Mordechai A. Friedman,male,1990
journal-article-10.2307_1486463,research-article,The Allocation of Scarce Medical Resources: A Philosophical Analysis of the Halakhic Sources,Moshe Sokol,male,1990
journal-article-10.2307_1486464,research-article,Buber's Anti-Kantianism,Lawrence Perlman,male,1990
journal-article-10.2307_1486465,research-article,"Lawrence Perlman's ""Buber's Anti-Kantianism"": A Reply",Steven T. Katz,male,1990
journal-article-10.2307_1486466,book-review,"Of Rhetoric, Revelry, and Rabbis",Ross Brann,male,1990
journal-article-10.2307_1486467,book-review,,Stephen D. Benin,male,1990
journal-article-10.2307_1486468,book-review,,Lance J. Sussman,male,1990
journal-article-10.2307_1486892,research-article,The Formation of the Biblical Narrative Corpus,Edward L. Greenstein,male,1990
journal-article-10.2307_1486893,research-article,"Saints or Sinners, Scholars or Ignoramuses? Stories about the Rabbis as Evidence for the Composite Nature of the Babylonian Talmud",Richard Kalmin,male,1990
journal-article-10.2307_1486894,research-article,"The Covenant of the Prophets: Muslim Texts, Jewish Subtexts",Jacob Lassner,male,1990
journal-article-10.2307_1486895,research-article,"Divine Legislation as ""Ceremonial Script"": Mendelssohn on the Commandments",Arnold Eisen,male,1990
journal-article-10.2307_1486896,research-article,"New(s) Poems: Y. L. Teller's ""Lider fun der Tsayt(ung)""",Ken Frieden,male,1990
journal-article-10.2307_1486897,book-review,,Joseph Shatzmiller,male,1990
journal-article-10.2307_1486898,book-review,,Joseph Davis,male,1990
journal-article-10.2307_1486899,book-review,,Allan Arkush,male,1990
journal-article-10.2307_1486282,research-article,Scripture Commentary in the Babylonian Talmud: Primary or Secondary Phenomenon?,David Kraemer,male,1989
journal-article-10.2307_1486283,research-article,"Coffee, Coffeehouses, and the Nocturnal Rituals of Early Modern Jewry",Elliott Horowitz,male,1989
journal-article-10.2307_1486284,research-article,Prolegomenon to the Study of Jewish: Christianities in Rabbinic Literature,Burton L. Visotzky,male,1989
journal-article-10.2307_1486285,book-review,,Michael A. Signer,male,1989
journal-article-10.2307_1486286,book-review,,Ken Frieden,male,1989
journal-article-10.2307_1486287,book-review,,Alan Mintz,male,1989
journal-article-10.2307_1486288,book-review,,Elliot R. Wolfson,male,1989
journal-article-10.2307_1486289,book-review,,Baruch M. Bokser,male,1989
journal-article-10.2307_1486290,book-review,,Hillel J. Kieval,male,1989
journal-article-10.2307_1486291,book-review,,Michael Stanislawski,male,1989
journal-article-10.2307_1486428,research-article, By Way of Truth: Aspects of Naḥmanides' Kabbalistic Hermeneutic ,Elliot R. Wolfson,male,1989
journal-article-10.2307_1486430,research-article,The Samson Nazirite Vow in the Sixteenth Century,Samuel Morell,male,1989
journal-article-10.2307_1486232,research-article,"The Beginnings of Modern Hebrew Literature: Perspectives on ""Modernity""",Arnold J. Band,male,1988
journal-article-10.2307_1486233,research-article,Sholem Aleichem: Mythologist of the Mundane,David G. Roskies,male,1988
journal-article-10.2307_1486236,research-article,Binary Oppositions in the Poetry of Amir Gilboa,Warren Bargad,male,1988
journal-article-10.2307_1486237,research-article,"""Kill Your Ordinary Common Sense and Maybe You'll Begin to Understand"": Aharon Appelfeld and the Holocaust",David C. Jacobson,male,1988
journal-article-10.2307_1486238,research-article,Ghost-Writing: Philip Roth's Portrait of the Artist,Donald Kartiganer,male,1988
journal-article-10.2307_1486379,research-article,Judaism and the Obligation to Die for the State,Geoffrey B. Levey,male,1987
